recipe_id,饮品名称,饮品类型,成分组合,成分角色,用量等级,适配身体状态,适配心情状态,感官标签,体验标签,健康约束,适合场景,甜度建议,冷热建议,制作复杂度,推荐解释,视觉标签,可否机器制作
R098,葡萄蝶豆花气泡饮,气泡果饮类,苏打水、葡萄、蝶豆花、代糖、冰块,苏打水:基底；葡萄:风味；蝶豆花:风味；代糖:甜度；冰块:辅料,苏打水:中；葡萄:少；蝶豆花:少；代糖:少；冰块:少,口渴、感觉有点热、良好,无聊、兴奋、开心,清爽、果香、花香、甜感、气泡感,,低糖、过敏风险,公园/户外、健身房/运动场、商场/商业街、地铁/公交/车站,低糖,冷饮,中等,适合口渴、感觉有点热或无聊、兴奋时选择，主要呈现清爽、果香、花香，冷热建议为冷饮，同时考虑低糖，过敏风险。,高明度、植物元素、气泡元素、冷色,是
R099,桃子茉莉花气泡饮,气泡果饮类,气泡水、桃子、茉莉花、代糖、冰块,气泡水:基底；桃子:风味；茉莉花:风味；代糖:甜度；冰块:辅料,气泡水:中；桃子:少；茉莉花:少；代糖:少；冰块:少,口渴、感觉有点热、良好,无聊、兴奋、开心,清爽、果香、花香、甜感、气泡感,,低糖、过敏风险,公园/户外、健身房/运动场、商场/商业街、地铁/公交/车站,低糖,冷饮,中等,适合口渴、感觉有点热或无聊、兴奋时选择，主要呈现清爽、果香、花香，冷热建议为冷饮，同时考虑低糖，过敏风险。,高明度、植物元素、气泡元素、冷色,是
R100,芒果青柠气泡饮,气泡果饮类,苏打水、芒果、青柠、代糖、冰块,苏打水:基底；芒果:风味；青柠:风味；代糖:甜度；冰块:辅料,苏打水:中；芒果:少；青柠:少；代糖:少；冰块:少,饱腹、口渴、感觉有点热,无聊、兴奋、开心,清爽、果香、酸感、甜感、气泡感,,低糖,餐厅/食堂、公园/户外、健身房/运动场、商场/商业街,低糖,冷饮,中等,适合饱腹、口渴或无聊、兴奋时选择，主要呈现清爽、果香、酸感，冷热建议为冷饮，同时考虑低糖。,高明度、植物元素、气泡元素、冷色,是
R101,菠萝薄荷叶气泡饮,气泡果饮类,气泡水、菠萝、薄荷叶、代糖、冰块,气泡水:基底；菠萝:风味；薄荷叶:风味；代糖:甜度；冰块:辅料,气泡水:中；菠萝:少；薄荷叶:少；代糖:少；冰块:少,饱腹、口渴、感觉有点热,无聊、兴奋、开心,清爽、果香、花香、酸感、甜感、气泡感,,低糖、过敏风险,餐厅/食堂、公园/户外、健身房/运动场、商场/商业街,低糖,冷饮,中等,适合饱腹、口渴或无聊、兴奋时选择，主要呈现清爽、果香、花香，冷热建议为冷饮，同时考虑低糖，过敏风险。,高明度、植物元素、气泡元素、冷色,是
R102,苹果陈皮气泡饮,气泡果饮类,苏打水、苹果、陈皮、代糖、冰块,苏打水:基底；苹果:风味；陈皮:风味；代糖:甜度；冰块:辅料,苏打水:中；苹果:少；陈皮:少；代糖:少；冰块:少,口渴、感觉有点热、良好,无聊、兴奋、开心,清爽、果香、花香、甜感、苦感、气泡感,,低糖、过敏风险,公园/户外、健身房/运动场、商场/商业街、地铁/公交/车站,低糖,冷饮,中等,适合口渴、感觉有点热或无聊、兴奋时选择，主要呈现清爽、果香、花香，冷热建议为冷饮，同时考虑低糖，过敏风险。,高明度、植物元素、气泡元素、冷色,是
R103,荔枝玫瑰气泡饮,气泡果饮类,气泡水、荔枝、玫瑰、代糖、冰块,气泡水:基底；荔枝:风味；玫瑰:风味；代糖:甜度；冰块:辅料,气泡水:中；荔枝:少；玫瑰:少；代糖:少；冰块:少,口渴、感觉有点热、良好,无聊、兴奋、开心,清爽、果香、花香、甜感、气泡感,,低糖、过敏风险,公园/户外、健身房/运动场、商场/商业街、地铁/公交/车站,低糖,冷饮,中等,适合口渴、感觉有点热或无聊、兴奋时选择，主要呈现清爽、果香、花香，冷热建议为冷饮，同时考虑低糖，过敏风险。,高明度、植物元素、气泡元素、冷色,是
R104,椰子水西瓜气泡饮,气泡果饮类,苏打水、椰子水、西瓜、代糖、冰块,苏打水:基底；椰子水:基底；西瓜:风味；代糖:甜度；冰块:辅料,苏打水:中；椰子水:中；西瓜:少；代糖:少；冰块:少,口渴、感觉有点热、良好,无聊、兴奋、开心,清爽、果香、甜感、气泡感,,低糖,公园/户外、健身房/运动场、商场/商业街、地铁/公交/车站,低糖,冷饮,中等,适合口渴、感觉有点热或无聊、兴奋时选择，主要呈现清爽、果香、甜感，冷热建议为冷饮，同时考虑低糖。,高明度、植物元素、气泡元素、冷色,是
R105,百香果柠檬草气泡饮,气泡果饮类,气泡水、百香果、柠檬草、代糖、冰块,气泡水:基底；百香果:风味；柠檬草:风味；代糖:甜度；冰块:辅料,气泡水:中；百香果:少；柠檬草:少；代糖:少；冰块:少,饱腹、口渴、感觉有点热,无聊、兴奋、开心,清爽、果香、花香、酸感、甜感、气泡感,,低糖、过敏风险,餐厅/食堂、公园/户外、健身房/运动场、商场/商业街,低糖,冷饮,中等,适合饱腹、口渴或无聊、兴奋时选择，主要呈现清爽、果香、花香，冷热建议为冷饮，同时考虑低糖，过敏风险。,高明度、植物元素、气泡元素、冷色,是
R106,西瓜薄荷叶气泡饮,气泡果饮类,苏打水、西瓜、薄荷叶、代糖、冰块,苏打水:基底；西瓜:风味；薄荷叶:风味；代糖:甜度；冰块:辅料,苏打水:中；西瓜:少；薄荷叶:少；代糖:少；冰块:少,口渴、感觉有点热、良好,无聊、兴奋、开心,清爽、果香、花香、甜感、气泡感,,低糖、过敏风险,公园/户外、健身房/运动场、商场/商业街、地铁/公交/车站,低糖,冷饮,中等,适合口渴、感觉有点热或无聊、兴奋时选择，主要呈现清爽、果香、花香，冷热建议为冷饮，同时考虑低糖，过敏风险。,高明度、植物元素、气泡元素、冷色,是
R107,椰子水西瓜,复合饮品类,椰子水、西瓜、代糖、冰块,椰子水:基底；西瓜:风味；代糖:甜度；冰块:辅料,椰子水:中；西瓜:少；代糖:少；冰块:少,口渴、感觉有点热、良好,无聊、兴奋、开心,清爽、果香、甜感,,低糖、低刺激,公园/户外、健身房/运动场、商场/商业街,低糖,冷饮,简单,适合口渴、感觉有点热或无聊、兴奋时选择，主要呈现清爽、果香、甜感，冷热建议为冷饮，同时考虑低糖，低刺激。,高明度、植物元素、冷色、流动线条,是
R108,椰子水菠萝,复合饮品类,椰子水、菠萝、青柠、代糖、冰块,椰子水:基底；菠萝:风味；青柠:风味；代糖:甜度；冰块:辅料,椰子水:中；菠萝:少；青柠:少；代糖:少；冰块:少,饱腹、口渴、感觉有点热,无聊、兴奋、开心,清爽、果香、酸感、甜感,,低糖,餐厅/食堂、公园/户外、健身房/运动场、商场/商业街,低糖,冷饮,中等,适合饱腹、口渴或无聊、兴奋时选择，主要呈现清爽、果香、酸感，冷热建议为冷饮，同时考虑低糖。,高明度、植物元素、冷色、流动线条,是
R109,酸奶草莓,复合饮品类,酸奶、草莓、蓝莓、代糖、冰块,酸奶:基底；草莓:风味；蓝莓:风味；代糖:甜度；冰块:辅料,酸奶:中；草莓:少；蓝莓:少；代糖:少；冰块:少,饥饿、疲劳、饱腹,无聊、兴奋、开心,清爽、奶香、果香、酸感、甜感,,低糖、乳糖不耐慎用、过敏风险,咖啡店/奶茶店、家/宿舍、商场/商业街、餐厅/食堂,低糖,冷饮,中等,适合饥饿、疲劳或无聊、兴奋时选择，主要呈现清爽、奶香、果香，冷热建议为冷饮，同时考虑低糖，乳糖不耐慎用。,圆润、柔和线条、高明度、植物元素,是
R110,酸奶芒果,复合饮品类,酸奶、芒果、代糖、冰块,酸奶:基底；芒果:风味；代糖:甜度；冰块:辅料,酸奶:中；芒果:少；代糖:少；冰块:少,饥饿、疲劳、饱腹,无聊、兴奋、开心,清爽、奶香、果香、酸感、甜感,,低糖、乳糖不耐慎用、过敏风险,咖啡店/奶茶店、家/宿舍、商场/商业街、餐厅/食堂,低糖,冷饮,简单,适合饥饿、疲劳或无聊、兴奋时选择，主要呈现清爽、奶香、果香，冷热建议为冷饮，同时考虑低糖，乳糖不耐慎用。,圆润、柔和线条、高明度、植物元素,是
R111,豆奶苹果,复合饮品类,豆奶、苹果、桂花、代糖,豆奶:基底；苹果:风味；桂花:风味；代糖:甜度,豆奶:中；苹果:少；桂花:少；代糖:少,饥饿、疲劳、感觉有点冷,孤单、低落、开心,清爽、奶香、果香、花香、甜感,,低糖、低刺激、过敏风险,咖啡店/奶茶店、家/宿舍、商场/商业街、办公室/公司,低糖,热饮,简单,适合饥饿、疲劳或孤单、低落时选择，主要呈现清爽、奶香、果香，冷热建议为热饮，同时考虑低糖，低刺激。,圆润、柔和线条、暖色、低饱和,是
R112,燕麦奶桃子,复合饮品类,燕麦奶、桃子、代糖,燕麦奶:基底；桃子:风味；代糖:甜度,燕麦奶:中；桃子:少；代糖:少,饥饿、疲劳、感觉有点冷,孤单、低落、开心,清爽、奶香、果香、甜感,,低糖、低刺激、过敏风险,咖啡店/奶茶店、家/宿舍、商场/商业街、办公室/公司,低糖,热饮,简单,适合饥饿、疲劳或孤单、低落时选择，主要呈现清爽、奶香、果香，冷热建议为热饮，同时考虑低糖，低刺激。,圆润、柔和线条、暖色、低饱和,是
R113,椰奶荔枝,复合饮品类,椰奶、荔枝、代糖、冰块,椰奶:基底；荔枝:风味；代糖:甜度；冰块:辅料,椰奶:中；荔枝:少；代糖:少；冰块:少,饥饿、疲劳、口渴,无聊、兴奋、开心,清爽、奶香、果香、甜感,,低糖、过敏风险,咖啡店/奶茶店、家/宿舍、商场/商业街、公园/户外,低糖,冷饮,简单,适合饥饿、疲劳或无聊、兴奋时选择，主要呈现清爽、奶香、果香，冷热建议为冷饮，同时考虑低糖，过敏风险。,圆润、柔和线条、高明度、植物元素,是
R114,杏仁奶可可粉,复合饮品类,杏仁奶、可可粉、代糖,基底:杏仁奶；可可粉:风味；代糖:甜度,杏仁奶:中；可可粉:少；代糖:少,饥饿、疲劳、感觉有点冷,低落、孤单、开心,清爽、奶香、甜感、苦感,,低糖、过敏风险,咖啡店/奶茶店、家/宿舍、商场/商业街、办公室/公司,低糖,热饮,简单,适合饥饿、疲劳或低落、孤单时选择，主要呈现清爽、奶香、甜感，冷热建议为热饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、暖色、低饱和,是
R115,乳酸菌饮品葡萄柚,复合饮品类,乳酸菌饮品、葡萄柚、代糖、冰块,基底:乳酸菌饮品；葡萄柚:风味；代糖:甜度；冰块:辅料,乳酸菌饮品:中；葡萄柚:少；代糖:少；冰块:少,饥饿、疲劳、饱腹,无聊、兴奋、开心,清爽、奶香、果香、酸感、甜感,,低糖、乳糖不耐慎用、过敏风险,咖啡店/奶茶店、家/宿舍、商场/商业街、餐厅/食堂,低糖,冷饮,简单,适合饥饿、疲劳或无聊、兴奋时选择，主要呈现清爽、奶香、果香，冷热建议为冷饮，同时考虑低糖，乳糖不耐慎用。,圆润、柔和线条、高明度、植物元素,是
R116,椰乳百合,复合饮品类,椰乳、百合、蜂蜜,椰乳:基底；百合:风味；蜂蜜:甜度,椰乳:中；百合:少；蜂蜜:少,饥饿、疲劳、感觉有点冷,低落、孤单、开心,清爽、奶香、果香、花香、甜感,,过敏风险,咖啡店/奶茶店、家/宿舍、商场/商业街、办公室/公司,少糖,热饮,简单,适合饥饿、疲劳或低落、孤单时选择，主要呈现清爽、奶香、果香，冷热建议为热饮，同时考虑过敏风险。,圆润、柔和线条、暖色、低饱和,是
R117,牛奶玫瑰,复合饮品类,牛奶、玫瑰、蜂蜜,牛奶:基底；玫瑰:风味；蜂蜜:甜度,牛奶:中；玫瑰:少；蜂蜜:少,饥饿、疲劳、感觉有点冷,低落、孤单、开心,清爽、奶香、花香、甜感,,乳糖不耐慎用、过敏风险,咖啡店/奶茶店、家/宿舍、商场/商业街、办公室/公司,少糖,热饮,简单,适合饥饿、疲劳或低落、孤单时选择，主要呈现清爽、奶香、花香，冷热建议为热饮，同时考虑乳糖不耐慎用，过敏风险。,圆润、柔和线条、暖色、低饱和,是
R118,低脂牛奶蓝莓,复合饮品类,低脂牛奶、蓝莓、代糖、冰块,低脂牛奶:基底；蓝莓:风味；代糖:甜度；冰块:辅料,低脂牛奶:中；蓝莓:少；代糖:少；冰块:少,饥饿、疲劳、饱腹,无聊、兴奋、开心,清爽、奶香、果香、酸感、甜感,,低糖、乳糖不耐慎用、过敏风险,咖啡店/奶茶店、家/宿舍、商场/商业街、餐厅/食堂,低糖,冷饮,简单,适合饥饿、疲劳或无聊、兴奋时选择，主要呈现清爽、奶香、果香，冷热建议为冷饮，同时考虑低糖，乳糖不耐慎用。,圆润、柔和线条、高明度、植物元素,是
R119,椰子水橙子,复合饮品类,椰子水、橙子、柠檬草、代糖,椰子水:基底；橙子:风味；柠檬草:风味；代糖:甜度,椰子水:中；橙子:少；柠檬草:少；代糖:少,饱腹、良好、口渴,无聊、平静、开心,清爽、果香、花香、酸感、甜感,,低糖、过敏风险,餐厅/食堂、地铁/公交/车站、家/宿舍,低糖,常温,简单,适合饱腹、良好或无聊、平静时选择，主要呈现清爽、果香、花香，冷热建议为常温，同时考虑低糖，过敏风险。,暖色、冷色、高明度、低饱和,是
R120,燕麦奶黑巧,复合饮品类,燕麦奶、黑巧、代糖,燕麦奶:基底；黑巧:风味；代糖:甜度,燕麦奶:中；黑巧:少；代糖:少,饥饿、疲劳、感觉有点冷,低落、孤单、开心,清爽、奶香、甜感、苦感,,低糖、过敏风险,咖啡店/奶茶店、家/宿舍、商场/商业街、办公室/公司,低糖,热饮,简单,适合饥饿、疲劳或低落、孤单时选择，主要呈现清爽、奶香、甜感，冷热建议为热饮，同时考虑低糖，咖啡因敏感慎用。,圆润、柔和线条、暖色、低饱和,是
