session_id,user_id,地点/场景,身体状态标签,心情状态标签,口味偏好,冷热偏好,饮食限制,推荐方向
S455,U455,学校/教学楼,困倦,平静,清爽、苦感,热饮,低糖,低糖热饮清爽苦感型
S456,U456,公园/户外,疲劳、感觉有点冷,低落,清爽,热饮,低刺激,低刺激热饮清爽型
S457,U457,地铁/公交/车站,困倦,烦躁,清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽型
S458,U458,图书馆/自习室,疲劳,开心,茶香,热饮,低刺激,低刺激热饮茶香型
S459,U459,健身房/运动场,疲劳、口渴,烦躁,气泡感、清爽,冷饮,低糖,低糖冷饮清爽气泡感型
S460,U460,地铁/公交/车站,疲劳,烦躁、紧张,咖啡香、清爽、苦感,冷饮,,冷饮清爽咖啡香型
S461,U461,公园/户外,疲劳、感觉有点冷,烦躁,清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽型
S462,U462,地铁/公交/车站,困倦,平静,茶香、苦感,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮茶香苦感型
S463,U463,商场/商业街,疲劳,烦躁,酸感、气泡感、清爽,冷饮,,冷饮清爽气泡感型
S464,U464,地铁/公交/车站,疲劳,紧张,清爽、苦感,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽苦感型
S465,U465,商场/商业街,疲劳,烦躁,酸感、清爽,常温,低糖,低糖常温清爽酸感型
S466,U466,地铁/公交/车站,困倦,烦躁,清爽、茶香,冷饮,低糖,低糖冷饮清爽茶香型
S467,U467,商场/商业街,疲劳,紧张,果香、清爽,热饮,低糖、乳糖不耐慎用,低糖热饮清爽果香型
S468,U468,图书馆/自习室,困倦,平静,咖啡香、苦感,冷饮,低糖,低糖冷饮咖啡香苦感型
S469,U469,商场/商业街,疲劳,烦躁,清爽,冷饮,低糖,低糖冷饮清爽型
S470,U470,商场/商业街,疲劳,紧张、烦躁,花香、气泡感,冷饮,低糖,低糖冷饮花香气泡感型
S471,U471,健身房/运动场,疲劳、困倦,烦躁,清爽,冷饮,低糖,低糖冷饮清爽型
S472,U472,公园/户外,疲劳、感觉有点热,开心,果香、酸感,冷饮,低糖,低糖冷饮果香酸感型
S473,U473,地铁/公交/车站,疲劳,开心、平静,清爽,热饮,低刺激、乳糖不耐慎用,低刺激热饮清爽型
S474,U474,地铁/公交/车站,疲劳,烦躁,气泡感、清爽,热饮,乳糖不耐慎用,乳糖不耐慎用热饮清爽气泡感型
S475,U475,健身房/运动场,口渴、疲劳,烦躁、平静,清爽、果香、酸感,冷饮,低糖,低糖冷饮清爽果香型
S476,U476,图书馆/自习室,良好,低落,清爽,热饮,低刺激、咖啡因敏感慎用、乳糖不耐慎用,低刺激热饮清爽型
S477,U477,公园/户外,疲劳、感觉有点热,开心,清爽、甜感,冷饮,低糖,低糖冷饮清爽甜感型
S478,U478,公园/户外,困倦、感觉有点热,烦躁,咖啡香、清爽、苦感,冷饮,低糖、咖啡因敏感慎用,低糖冷饮清爽咖啡香型
S479,U479,商场/商业街,疲劳,烦躁,清爽,冷饮,低糖,低糖冷饮清爽型
S480,U480,学校/教学楼,疲劳,烦躁,咖啡香、清爽、苦感,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽咖啡香型
S481,U481,地铁/公交/车站,疲劳,烦躁、开心,果香、清爽,冷饮,低糖,低糖冷饮清爽果香型
S482,U482,商场/商业街,疲劳,开心,清爽、甜感,冷饮,低糖,低糖冷饮清爽甜感型
S483,U483,地铁/公交/车站,疲劳,平静,清爽,热饮,乳糖不耐慎用,乳糖不耐慎用热饮清爽型
S484,U484,公园/户外,困倦、感觉有点冷,紧张,清爽,热饮,低糖、咖啡因敏感慎用,低糖热饮清爽型
S485,U485,图书馆/自习室,困倦,紧张,清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽型
S486,U486,地铁/公交/车站,疲劳,低落,花香、清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽花香型
S487,U487,健身房/运动场,疲劳、口渴,开心,清爽、酸感,冷饮,低糖,低糖冷饮清爽酸感型
S488,U488,公园/户外,疲劳、感觉有点冷,低落,奶香、花香,热饮,,热饮奶香花香型
S489,U489,公园/户外,疲劳、困倦,平静,茶香,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮茶香型
S490,U490,公园/户外,疲劳、感觉有点冷,平静,清爽,热饮,低刺激,低刺激热饮清爽型
S491,U491,商场/商业街,疲劳,开心,果香、清爽,热饮,低糖、乳糖不耐慎用,低糖热饮清爽果香型
S492,U492,地铁/公交/车站,困倦,紧张,清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽型
S493,U493,商场/商业街,疲劳、困倦,烦躁,酸感、气泡感,冷饮,低糖,低糖冷饮气泡感酸感型
S494,U494,地铁/公交/车站,疲劳,平静,咖啡香、苦感,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮咖啡香苦感型
S495,U495,图书馆/自习室,疲劳、困倦,烦躁,茶香、苦感,热饮,,热饮茶香苦感型
S496,U496,图书馆/自习室,良好,平静,苦感,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮苦感型
S497,U497,图书馆/自习室,疲劳,平静,果香,冷饮,乳糖不耐慎用,乳糖不耐慎用冷饮果香型
S498,U498,地铁/公交/车站,疲劳,紧张,清爽、苦感,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽苦感型
S499,U499,商场/商业街,疲劳,开心,甜感、清爽,热饮,低糖、乳糖不耐慎用,低糖热饮清爽甜感型
S500,U500,图书馆/自习室,疲劳、困倦,紧张,清爽、茶香,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽茶香型
S501,U501,公园/户外,疲劳、感觉有点热,烦躁,清爽,冷饮,低糖,低糖冷饮清爽型
S502,U502,地铁/公交/车站,疲劳、困倦,紧张,清爽、茶香,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽茶香型
S503,U503,公园/户外,疲劳、感觉有点冷,低落,花香,热饮,低刺激、咖啡因敏感慎用,低刺激热饮花香型
S504,U504,地铁/公交/车站,良好,低落,茶香、果香,热饮,乳糖不耐慎用,乳糖不耐慎用热饮茶香果香型
S505,U505,图书馆/自习室,疲劳,低落,茶香,热饮,乳糖不耐慎用,乳糖不耐慎用热饮茶香型
S506,U506,地铁/公交/车站,疲劳,开心,清爽、气泡感,冷饮,低糖,低糖冷饮清爽气泡感型
S507,U507,商场/商业街,困倦,开心,奶香、花香,冷饮,,冷饮奶香花香型
S508,U508,健身房/运动场,疲劳、口渴,开心,气泡感、清爽,冷饮,低糖,低糖冷饮清爽气泡感型
S509,U509,地铁/公交/车站,疲劳,平静,清爽,热饮,乳糖不耐慎用,乳糖不耐慎用热饮清爽型
S510,U510,学校/教学楼,疲劳,紧张,清爽、茶香,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽茶香型
S511,U511,商场/商业街,疲劳,开心,果香、酸感,冷饮,低糖,低糖冷饮果香酸感型
S512,U512,地铁/公交/车站,困倦,紧张,清爽、咖啡香、苦感,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽咖啡香型
S513,U513,商场/商业街,疲劳,开心,茶香、花香,热饮,低刺激、乳糖不耐慎用,低刺激热饮茶香花香型
S514,U514,图书馆/自习室,困倦,平静,清爽、茶香,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽茶香型
S515,U515,图书馆/自习室,疲劳,烦躁,清爽,常温,咖啡因敏感慎用,咖啡因敏感慎用常温清爽型
S516,U516,地铁/公交/车站,良好,紧张,茶香、苦感,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮茶香苦感型
S517,U517,学校/教学楼,疲劳,平静,茶香、清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽茶香型
S518,U518,图书馆/自习室,困倦,烦躁、平静,清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽型
S519,U519,商场/商业街,疲劳,烦躁、开心,清爽、酸感,冷饮,低糖,低糖冷饮清爽酸感型
S520,U520,图书馆/自习室,疲劳,平静,咖啡香、苦感,热饮,低糖,低糖热饮咖啡香苦感型
S521,U521,公园/户外,疲劳、感觉有点热,平静,清爽,冷饮,低糖,低糖冷饮清爽型
S522,U522,图书馆/自习室、地铁/公交/车站,困倦,平静,咖啡香、苦感,热饮,乳糖不耐慎用,乳糖不耐慎用热饮咖啡香苦感型
S523,U523,图书馆/自习室,困倦,烦躁,清爽,热饮,,热饮清爽型
S524,U524,地铁/公交/车站,良好,平静,果香、清爽,热饮,低糖、咖啡因敏感慎用,低糖热饮清爽果香型
S525,U525,地铁/公交/车站,困倦,平静,奶香、甜感,冷饮,,冷饮奶香甜感型
S526,U526,地铁/公交/车站、公园/户外,疲劳、感觉有点热,平静,清爽,热饮,低刺激,低刺激热饮清爽型
S527,U527,图书馆/自习室,困倦,烦躁,清爽、花香,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽花香型
S528,U528,地铁/公交/车站、公园/户外,困倦、感觉有点冷,平静,茶香、清爽,热饮,乳糖不耐慎用,乳糖不耐慎用热饮清爽茶香型
S529,U529,地铁/公交/车站,困倦,平静,茶香、清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽茶香型
S530,U530,地铁/公交/车站,疲劳,烦躁,茶香、甜感,热饮,乳糖不耐慎用,乳糖不耐慎用热饮茶香甜感型
S531,U531,图书馆/自习室、地铁/公交/车站,良好,平静,清爽,热饮,低刺激,低刺激热饮清爽型
S532,U532,学校/教学楼,疲劳,平静,清爽、果香,热饮,低糖,低糖热饮清爽果香型
S533,U533,地铁/公交/车站,疲劳,紧张,咖啡香、苦感、清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽咖啡香型
S534,U534,图书馆/自习室,良好,紧张,花香、清爽,热饮,咖啡因敏感慎用、乳糖不耐慎用,咖啡因敏感慎用热饮清爽花香型
S535,U535,地铁/公交/车站,困倦,烦躁,清爽、苦感,热饮,,热饮清爽苦感型
S536,U536,地铁/公交/车站、公园/户外,感觉有点冷,平静,果香、清爽,热饮,乳糖不耐慎用,乳糖不耐慎用热饮清爽果香型
S537,U537,图书馆/自习室、地铁/公交/车站,疲劳,平静,奶香,热饮,低刺激、咖啡因敏感慎用,低刺激热饮奶香型
S538,U538,图书馆/自习室,困倦,平静,清爽、果香,冷饮,低糖,低糖冷饮清爽果香型
S539,U539,公园/户外,疲劳、感觉有点热,烦躁,清爽,冷饮,低糖,低糖冷饮清爽型
S540,U540,图书馆/自习室、地铁/公交/车站,困倦,紧张,咖啡香、苦感、清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽咖啡香型
S541,U541,地铁/公交/车站、公园/户外,疲劳、感觉有点冷,烦躁,清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽型
S542,U542,商场/商业街、公园/户外,感觉有点热,开心,清爽,冷饮,低糖,低糖冷饮清爽型
S543,U543,地铁/公交/车站,良好,开心,茶香、果香,热饮,低糖、低刺激,低糖热饮茶香果香型
S544,U544,图书馆/自习室,困倦,紧张,茶香、清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽茶香型
S545,U545,地铁/公交/车站,疲劳,烦躁,清爽、气泡感,热饮,低刺激,低刺激热饮清爽气泡感型
S546,U546,图书馆/自习室,困倦,烦躁,花香,热饮,低刺激、咖啡因敏感慎用,低刺激热饮花香型
S547,U547,地铁/公交/车站、公园/户外,困倦、感觉有点冷,平静,清爽,热饮,低刺激,低刺激热饮清爽型
S548,U548,图书馆/自习室,良好,烦躁,清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽型
S549,U549,图书馆/自习室,疲劳,烦躁,清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽型
S550,U550,图书馆/自习室,良好,烦躁,清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽型
S551,U551,公园/户外,感觉有点冷,烦躁,花香、清爽,热饮,低刺激,低刺激热饮清爽花香型
S552,U552,公园/户外,疲劳、感觉有点冷,平静,甜感,热饮,乳糖不耐慎用,乳糖不耐慎用热饮甜感型
S553,U553,商场/商业街,良好,平静,清爽,常温,低糖、低刺激,低糖常温清爽型
S554,U554,地铁/公交/车站,疲劳,开心,果香、酸感、清爽,冷饮,低糖,低糖冷饮清爽果香型
S555,U555,学校/教学楼,疲劳,紧张,清爽、果香,热饮,低糖,低糖热饮清爽果香型
S556,U556,地铁/公交/车站,良好,烦躁,花香,常温,低刺激、咖啡因敏感慎用,低刺激常温花香型
S557,U557,地铁/公交/车站、公园/户外,感觉有点冷,紧张,茶香、清爽,热饮,低糖、咖啡因敏感慎用,低糖热饮清爽茶香型
S558,U558,商场/商业街、地铁/公交/车站,疲劳,烦躁,茶香、甜感,热饮,低糖,低糖热饮茶香甜感型
S559,U559,地铁/公交/车站,困倦,紧张,清爽,冷饮,低糖,低糖冷饮清爽型
S560,U560,学校/教学楼,疲劳,平静,清爽、果香、酸感,冷饮,低糖,低糖冷饮清爽果香型
S561,U561,商场/商业街,疲劳,平静,清爽,冷饮,,冷饮清爽型
S562,U562,图书馆/自习室、地铁/公交/车站,良好,平静,花香、清爽,热饮,低糖、乳糖不耐慎用,低糖热饮清爽花香型
S563,U563,商场/商业街,困倦,低落,花香、甜感,冷饮,乳糖不耐慎用,乳糖不耐慎用冷饮花香甜感型
S564,U564,图书馆/自习室、地铁/公交/车站,疲劳,紧张,咖啡香、苦感、清爽,热饮,低糖,低糖热饮清爽咖啡香型
S565,U565,图书馆/自习室,困倦,平静,茶香、清爽,热饮,,热饮清爽茶香型
S566,U566,图书馆/自习室、地铁/公交/车站,疲劳,平静,奶香,热饮,,热饮奶香型
S567,U567,图书馆/自习室,困倦,烦躁,茶香、清爽,常温,咖啡因敏感慎用,咖啡因敏感慎用常温清爽茶香型
S568,U568,地铁/公交/车站,困倦,紧张,清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽型
S569,U569,图书馆/自习室,困倦,烦躁,奶香、甜感,冷饮,乳糖不耐慎用,乳糖不耐慎用冷饮奶香甜感型
S570,U570,商场/商业街,疲劳,平静,果香、酸感、清爽,冷饮,低糖,低糖冷饮清爽果香型
S571,U571,图书馆/自习室、地铁/公交/车站,困倦,紧张,茶香、清爽,常温,咖啡因敏感慎用,咖啡因敏感慎用常温清爽茶香型
S572,U572,图书馆/自习室,困倦,开心,花香、甜感,常温,乳糖不耐慎用,乳糖不耐慎用常温花香甜感型
S573,U573,健身房/运动场、地铁/公交/车站,疲劳、口渴,平静,清爽、果香,热饮,低刺激,低刺激热饮清爽果香型
S574,U574,地铁/公交/车站,良好,紧张,清爽,常温,低糖、咖啡因敏感慎用,低糖常温清爽型
S575,U575,地铁/公交/车站,疲劳,平静,清爽,冷饮,低糖,低糖冷饮清爽型
S576,U576,地铁/公交/车站、公园/户外,疲劳、感觉有点热,开心,清爽,热饮,低刺激,低刺激热饮清爽型
S577,U577,学校/教学楼,困倦,烦躁,茶香、清爽,常温,低糖,低糖常温清爽茶香型
S578,U578,图书馆/自习室,困倦,平静,清爽、茶香,热饮,,热饮清爽茶香型
S579,U579,学校/教学楼,困倦,烦躁,咖啡香、苦感、清爽,冷饮,低糖,低糖冷饮清爽咖啡香型
S580,U580,健身房/运动场,口渴、疲劳,烦躁,清爽,冷饮,低糖,低糖冷饮清爽型
S581,U581,商场/商业街、公园/户外,感觉有点热,烦躁,清爽、果香,冷饮,低糖,低糖冷饮清爽果香型
S582,U582,商场/商业街、地铁/公交/车站,疲劳,平静,清爽、果香,热饮,低刺激,低刺激热饮清爽果香型
S583,U583,地铁/公交/车站,困倦,烦躁,清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽型
S584,U584,图书馆/自习室、地铁/公交/车站,良好,低落,清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽型
S585,U585,地铁/公交/车站,良好,烦躁,茶香、清爽,热饮,低糖、咖啡因敏感慎用,低糖热饮清爽茶香型
S586,U586,地铁/公交/车站、公园/户外,疲劳、感觉有点热,烦躁,茶香、果香,热饮,低刺激,低刺激热饮茶香果香型
S587,U587,图书馆/自习室,疲劳,低落,甜感,热饮,低刺激、乳糖不耐慎用,低刺激热饮甜感型
S588,U588,地铁/公交/车站、公园/户外,疲劳、感觉有点冷,平静,奶香,热饮,乳糖不耐慎用,乳糖不耐慎用热饮奶香型
S589,U589,商场/商业街,良好,开心,清爽、气泡感,热饮,低糖、低刺激,低糖热饮清爽气泡感型
S590,U590,图书馆/自习室,良好,平静,清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽型
S591,U591,图书馆/自习室、地铁/公交/车站,良好,烦躁,花香、清爽,热饮,低糖、低刺激,低糖热饮清爽花香型
S592,U592,商场/商业街、地铁/公交/车站,疲劳,烦躁,清爽、气泡感,常温,低刺激,低刺激常温清爽气泡感型
S593,U593,图书馆/自习室,困倦,平静,奶香,热饮,低刺激、咖啡因敏感慎用,低刺激热饮奶香型
S594,U594,地铁/公交/车站,良好,烦躁,茶香、果香,冷饮,低糖,低糖冷饮茶香果香型
S595,U595,地铁/公交/车站、公园/户外,疲劳、感觉有点热,烦躁,果香、酸感、清爽,冷饮,低糖,低糖冷饮清爽果香型
S596,U596,图书馆/自习室,困倦,紧张,清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽型
S597,U597,学校/教学楼,困倦,烦躁,清爽、茶香,常温,咖啡因敏感慎用,咖啡因敏感慎用常温清爽茶香型
S598,U598,地铁/公交/车站,困倦,烦躁,花香、甜感,热饮,,热饮花香甜感型
S599,U599,图书馆/自习室、地铁/公交/车站,困倦,平静,清爽,冷饮,低糖,低糖冷饮清爽型
S600,U600,商场/商业街,疲劳,烦躁,茶香、果香,冷饮,低糖,低糖冷饮茶香果香型
S601,U601,地铁/公交/车站,疲劳,平静,清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽型
S602,U602,地铁/公交/车站,良好,烦躁,清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽型
S603,U603,地铁/公交/车站、公园/户外,疲劳、感觉有点冷,低落,清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽型
S604,U604,地铁/公交/车站,疲劳,烦躁,茶香、清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽茶香型
S605,U605,学校/教学楼,困倦,平静,咖啡香、苦感、清爽,热饮,低糖,低糖热饮清爽咖啡香型
S606,U606,图书馆/自习室、商场/商业街,困倦,开心,咖啡香、苦感,冷饮,乳糖不耐慎用,乳糖不耐慎用冷饮咖啡香苦感型
S607,U607,公园/户外,疲劳、感觉有点冷,平静,奶香,热饮,低刺激、乳糖不耐慎用,低刺激热饮奶香型
S608,U608,公园/户外,疲劳、感觉有点热,平静,清爽、果香,热饮,低刺激,低刺激热饮清爽果香型
S609,U609,地铁/公交/车站,疲劳,烦躁,咖啡香、苦感、清爽,冷饮,低糖,低糖冷饮清爽咖啡香型
S610,U610,地铁/公交/车站,疲劳,开心,果香、酸感、清爽,冷饮,低糖,低糖冷饮清爽果香型
S611,U611,商场/商业街,困倦,开心,花香、甜感,热饮,乳糖不耐慎用,乳糖不耐慎用热饮花香甜感型
S612,U612,商场/商业街,疲劳,开心,花香、甜感,热饮,低糖,低糖热饮花香甜感型
S613,U613,学校/教学楼,困倦,紧张,清爽、茶香,热饮,低糖,低糖热饮清爽茶香型
S614,U614,图书馆/自习室,疲劳,平静,奶香、甜感,热饮,低糖,低糖热饮奶香甜感型
S615,U615,地铁/公交/车站,困倦,紧张,茶香、清爽,热饮,,热饮清爽茶香型
S616,U616,图书馆/自习室,疲劳,平静,咖啡香、苦感、清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽咖啡香型
S617,U617,地铁/公交/车站,良好,平静,果香、清爽,热饮,低刺激、咖啡因敏感慎用、乳糖不耐慎用,低刺激热饮清爽果香型
S618,U618,商场/商业街,疲劳,烦躁,咖啡香、苦感,热饮,乳糖不耐慎用,乳糖不耐慎用热饮咖啡香苦感型
S619,U619,公园/户外,疲劳、感觉有点热,烦躁,果香、酸感、清爽,热饮,低刺激,低刺激热饮清爽果香型
S620,U620,图书馆/自习室,疲劳,平静,茶香、清爽,热饮,低糖,低糖热饮清爽茶香型
S621,U621,图书馆/自习室、地铁/公交/车站,疲劳,开心,奶香、甜感,热饮,低糖,低糖热饮奶香甜感型
S622,U622,学校/教学楼、图书馆/自习室,困倦,紧张,清爽、茶香,热饮,低糖,低糖热饮清爽茶香型
S623,U623,地铁/公交/车站,困倦,紧张,茶香、花香、清爽,热饮,低糖,低糖热饮清爽茶香型
S624,U624,地铁/公交/车站,疲劳,烦躁,咖啡香、苦感、清爽,常温,低糖,低糖常温清爽咖啡香型
S625,U625,地铁/公交/车站,疲劳,烦躁,清爽、茶香、果香,冷饮,低糖,低糖冷饮清爽茶香型
S626,U626,地铁/公交/车站,疲劳,开心,咖啡香、苦感,冷饮,乳糖不耐慎用,乳糖不耐慎用冷饮咖啡香苦感型
S627,U627,图书馆/自习室,困倦,平静,清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽型
S628,U628,图书馆/自习室,疲劳,烦躁,茶香、清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽茶香型
S629,U629,学校/教学楼,困倦,紧张,咖啡香、苦感、清爽,热饮,低糖,低糖热饮清爽咖啡香型
S630,U630,商场/商业街,困倦,开心,清爽,冷饮,乳糖不耐慎用,乳糖不耐慎用冷饮清爽型
S631,U631,学校/教学楼、地铁/公交/车站,疲劳,紧张,茶香、清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽茶香型
S632,U632,健身房/运动场、地铁/公交/车站,疲劳、口渴,烦躁,清爽,冷饮,低糖,低糖冷饮清爽型
S633,U633,图书馆/自习室、地铁/公交/车站,良好,烦躁,茶香、清爽,热饮,低糖、低刺激,低糖热饮清爽茶香型
S634,U634,图书馆/自习室,困倦,开心,奶香、咖啡香、苦感,热饮,乳糖不耐慎用,乳糖不耐慎用热饮奶香咖啡香型
S635,U635,地铁/公交/车站,疲劳,平静,清爽、茶香,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽茶香型
S636,U636,健身房/运动场,疲劳、口渴,开心,清爽、果香,冷饮,低糖,低糖冷饮清爽果香型
S637,U637,学校/教学楼、图书馆/自习室,困倦,平静,清爽,冷饮,低糖,低糖冷饮清爽型
S638,U638,商场/商业街,疲劳,烦躁,清爽,热饮,低刺激,低刺激热饮清爽型
S639,U639,商场/商业街,疲劳,低落,茶香、甜感,热饮,低糖,低糖热饮茶香甜感型
S640,U640,学校/教学楼,困倦,紧张,茶香、清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽茶香型
S641,U641,健身房/运动场,疲劳、口渴,烦躁,果香、酸感、清爽,冷饮,低糖,低糖冷饮清爽果香型
S642,U642,公园/户外,感觉有点冷,平静,果香、清爽,热饮,低糖、低刺激,低糖热饮清爽果香型
S643,U643,商场/商业街,疲劳,平静,清爽,冷饮,低糖,低糖冷饮清爽型
S644,U644,图书馆/自习室,良好,紧张,清爽,常温,咖啡因敏感慎用、乳糖不耐慎用,咖啡因敏感慎用常温清爽型
S645,U645,学校/教学楼,困倦,紧张,清爽、果香,冷饮,,冷饮清爽果香型
S646,U646,公园/户外,疲劳、感觉有点冷,烦躁,奶香,热饮,乳糖不耐慎用,乳糖不耐慎用热饮奶香型
S647,U647,图书馆/自习室、地铁/公交/车站,疲劳,紧张,清爽、果香,冷饮,低糖,低糖冷饮清爽果香型
S648,U648,地铁/公交/车站,困倦,平静,清爽、茶香,热饮,低糖,低糖热饮清爽茶香型
S649,U649,地铁/公交/车站、公园/户外,感觉有点热,烦躁,清爽、气泡感,冷饮,低糖,低糖冷饮清爽气泡感型
S650,U650,图书馆/自习室,疲劳,烦躁,清爽,热饮,乳糖不耐慎用,乳糖不耐慎用热饮清爽型
S651,U651,图书馆/自习室,困倦,烦躁,清爽,冷饮,乳糖不耐慎用,乳糖不耐慎用冷饮清爽型
S652,U652,图书馆/自习室,良好,低落,茶香、清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽茶香型
S653,U653,图书馆/自习室,困倦,低落,奶香,热饮,,热饮奶香型
S654,U654,商场/商业街,疲劳,烦躁,奶香、茶香、果香,常温,低糖,低糖常温茶香果香型
S655,U655,公园/户外,感觉有点冷,平静,茶香、清爽,热饮,低糖、低刺激,低糖热饮清爽茶香型
S656,U656,地铁/公交/车站,疲劳,烦躁,花香,热饮,低刺激,低刺激热饮花香型
S657,U657,地铁/公交/车站,疲劳,平静,果香、酸感、清爽,冷饮,低糖,低糖冷饮清爽果香型
S658,U658,图书馆/自习室,困倦,开心,花香、甜感、清爽,热饮,乳糖不耐慎用,乳糖不耐慎用热饮清爽花香型
S659,U659,地铁/公交/车站,疲劳,烦躁,茶香、清爽,冷饮,低糖,低糖冷饮清爽茶香型
S660,U660,图书馆/自习室,疲劳,低落,清爽,热饮,,热饮清爽型
S661,U661,公园/户外,疲劳、感觉有点热,烦躁,茶香、果香,冷饮,低糖,低糖冷饮茶香果香型
S662,U662,地铁/公交/车站,困倦,烦躁,茶香、清爽,热饮,乳糖不耐慎用,乳糖不耐慎用热饮清爽茶香型
S663,U663,地铁/公交/车站,疲劳,开心,果香、酸感、清爽,冷饮,低糖,低糖冷饮清爽果香型
S664,U664,图书馆/自习室、地铁/公交/车站,困倦,烦躁,清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽型
S665,U665,地铁/公交/车站,疲劳,平静,清爽,热饮,低刺激、乳糖不耐慎用,低刺激热饮清爽型
S666,U666,地铁/公交/车站,良好,紧张,花香、清爽,热饮,低糖、低刺激、咖啡因敏感慎用,低糖热饮清爽花香型
S667,U667,商场/商业街,疲劳,低落,清爽,冷饮,乳糖不耐慎用,乳糖不耐慎用冷饮清爽型
S668,U668,图书馆/自习室,疲劳,紧张,清爽、果香,冷饮,低糖,低糖冷饮清爽果香型
S669,U669,地铁/公交/车站,良好,紧张,清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽型
S670,U670,图书馆/自习室,良好,紧张,果香、清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽果香型
S671,U671,地铁/公交/车站,良好,烦躁,花香、清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽花香型
S672,U672,图书馆/自习室,困倦,平静,清爽,热饮,乳糖不耐慎用,乳糖不耐慎用热饮清爽型
S673,U673,地铁/公交/车站,良好,紧张,清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽型
S674,U674,健身房/运动场、商场/商业街,疲劳、口渴,烦躁,清爽、果香,冷饮,低糖,低糖冷饮清爽果香型
S675,U675,商场/商业街,疲劳,烦躁,茶香、果香,热饮,低刺激,低刺激热饮茶香果香型
S676,U676,地铁/公交/车站,困倦,紧张,咖啡香、苦感、清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽咖啡香型
S677,U677,公园/户外,感觉有点冷,平静,清爽,热饮,咖啡因敏感慎用、乳糖不耐慎用,咖啡因敏感慎用热饮清爽型
S678,U678,地铁/公交/车站,疲劳,平静,花香,热饮,低刺激,低刺激热饮花香型
S679,U679,图书馆/自习室,困倦,烦躁,茶香、清爽,热饮,低糖,低糖热饮清爽茶香型
S680,U680,公园/户外,疲劳、感觉有点冷,平静,清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽型
