input_id,body,mood,scene,flavor_preference,temperature_preference,limits,推荐方向,top1_recipe_id,top1_name,top1_score,top1_reason,top2_recipe_id,top2_name,top2_score,top2_reason,top3_recipe_id,top3_name,top3_score,top3_reason,manual_choice,manual_note
U0402,疲劳、口渴,开心,健身房/运动场,清爽,冷饮,低糖,低糖冷饮清爽型,R083,冷萃咖啡椰子水,0.8402,匹配你的身体状态：口渴、疲劳；匹配你的心情状态：开心；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R090,黑巧椰乳,0.8402,匹配你的身体状态：口渴、疲劳；匹配你的心情状态：开心；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R049,洋甘菊苹果,0.8053,匹配你的身体状态：口渴、疲劳；匹配你的心情状态：开心；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖,,
U0403,疲劳,开心,地铁/公交/车站,清爽,热饮,低糖、乳糖不耐慎用,低糖热饮清爽型,R009,桃子轻发酵乌龙,0.8053,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖、乳糖不耐慎用,R012,荔枝茉莉绿茶,0.8053,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖、乳糖不耐慎用,R033,草莓茉莉绿茶,0.8053,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖、乳糖不耐慎用,,
U0404,疲劳、感觉有点热,开心、烦躁,公园/户外,甜感、气泡感、清爽,冷饮,低糖,低糖冷饮清爽气泡感型,R113,椰奶荔枝,0.7817,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的场景：公园/户外；匹配你的感官偏好：清爽、甜感；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R090,黑巧椰乳,0.7817,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的场景：公园/户外；匹配你的感官偏好：清爽、甜感；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R048,玫瑰草莓,0.7817,匹配你的身体状态：感觉有点热；匹配你的心情状态：开心；匹配你的场景：公园/户外；匹配你的感官偏好：清爽、甜感；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,,
U0405,良好,平静,图书馆/自习室,清爽,热饮,低刺激,低刺激热饮清爽型,R045,荷叶陈皮,0.7715,匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R038,菊花柠檬草,0.7714,匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R055,薰衣草蓝莓,0.7713,匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,,
U0406,疲劳,低落,商场/商业街,清爽,冷饮,乳糖不耐慎用,乳糖不耐慎用冷饮清爽型,R083,冷萃咖啡椰子水,0.8073,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：乳糖不耐慎用,R081,美式咖啡液橙子,0.8072,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：乳糖不耐慎用,R111,豆奶苹果,0.8095,匹配你的身体状态：疲劳；匹配你的心情状态：低落；匹配你的场景：商场/商业街；匹配你的感官偏好：清爽；已考虑你的健康约束：乳糖不耐慎用,,
U0407,困倦,开心,图书馆/自习室,清爽,热饮,低刺激,低刺激热饮清爽型,R045,荷叶陈皮,0.7347,匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R038,菊花柠檬草,0.7346,匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R055,薰衣草蓝莓,0.7346,匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,,
U0408,疲劳,开心、烦躁,地铁/公交/车站,清爽、气泡感,冷饮,低糖,低糖冷饮清爽气泡感型,R083,冷萃咖啡椰子水,0.8147,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R050,柠檬草橙子,0.7002,匹配你的心情状态：开心；匹配你的场景：地铁/公交/车站；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖,R119,椰子水橙子,0.7002,匹配你的心情状态：开心；匹配你的场景：地铁/公交/车站；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖,,
U0409,疲劳,烦躁,学校/教学楼,清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽型,R055,薰衣草蓝莓,0.771,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,R038,菊花柠檬草,0.771,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,R045,荷叶陈皮,0.771,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,,
U0410,疲劳、困倦,紧张,公园/户外,咖啡香、清爽、苦感,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽咖啡香型,R055,薰衣草蓝莓,0.7594,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,R045,荷叶陈皮,0.7646,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的感官偏好：清爽、苦感；已考虑你的健康约束：咖啡因敏感慎用,R038,菊花柠檬草,0.7594,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,,
U0411,疲劳,平静,图书馆/自习室,果香、花香,常温,乳糖不耐慎用,乳糖不耐慎用常温果香花香型,R030,芒果红茶,0.8342,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：图书馆/自习室；匹配你的感官偏好：果香；匹配你的冷热偏好：常温；已考虑你的健康约束：乳糖不耐慎用,R069,焙茶豆奶,0.7561,匹配你的身体状态：疲劳；匹配你的场景：图书馆/自习室；匹配你的感官偏好：花香；已考虑你的健康约束：乳糖不耐慎用,R022,苹果茉莉绿茶,0.8388,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：图书馆/自习室；匹配你的感官偏好：果香、花香；匹配你的冷热偏好：常温；已考虑你的健康约束：乳糖不耐慎用,,
U0412,疲劳,烦躁、紧张,地铁/公交/车站,清爽、苦感,热饮,低糖,低糖热饮清爽苦感型,R020,草莓玄米茶,0.8336,匹配你的身体状态：疲劳；匹配你的心情状态：烦躁、紧张；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,R015,陈皮普洱茶,0.8147,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,R031,陈皮玄米茶,0.8147,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,,
U0413,疲劳,开心,图书馆/自习室,茶香、花香,热饮,低刺激,低刺激热饮茶香花香型,R045,荷叶陈皮,0.7946,匹配你的身体状态：疲劳；匹配你的感官偏好：花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R061,焙茶鲜奶,0.8301,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的场景：图书馆/自习室；匹配你的感官偏好：茶香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R075,红茶淡奶油,0.8301,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的场景：图书馆/自习室；匹配你的感官偏好：茶香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,,
U0414,良好,低落,图书馆/自习室,果香、花香,常温,乳糖不耐慎用,乳糖不耐慎用常温果香花香型,R030,芒果红茶,0.7145,匹配你的场景：图书馆/自习室；匹配你的感官偏好：果香；匹配你的冷热偏好：常温；已考虑你的健康约束：乳糖不耐慎用,R022,苹果茉莉绿茶,0.7262,匹配你的场景：图书馆/自习室；匹配你的感官偏好：果香、花香；匹配你的冷热偏好：常温；已考虑你的健康约束：乳糖不耐慎用,R069,焙茶豆奶,0.7308,匹配你的心情状态：低落；匹配你的场景：图书馆/自习室；匹配你的感官偏好：花香；已考虑你的健康约束：乳糖不耐慎用,,
U0415,疲劳,紧张,图书馆/自习室,清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽型,R045,荷叶陈皮,0.8402,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R038,菊花柠檬草,0.8402,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R055,薰衣草蓝莓,0.8401,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,,
U0416,疲劳,平静,图书馆/自习室,花香,热饮,低刺激,低刺激热饮花香型,R061,焙茶鲜奶,0.7814,匹配你的身体状态：疲劳；匹配你的场景：图书馆/自习室；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R075,红茶淡奶油,0.7814,匹配你的身体状态：疲劳；匹配你的场景：图书馆/自习室；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R069,焙茶豆奶,0.801,匹配你的身体状态：疲劳；匹配你的场景：图书馆/自习室；匹配你的感官偏好：花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,,
U0417,困倦,烦躁,学校/教学楼,清爽、苦感,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽苦感型,R045,荷叶陈皮,0.6897,匹配你的感官偏好：清爽、苦感；已考虑你的健康约束：咖啡因敏感慎用,R038,菊花柠檬草,0.675,匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,R055,薰衣草蓝莓,0.6749,匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,,
U0418,疲劳、困倦,低落,公园/户外,清爽,热饮,低刺激,低刺激热饮清爽型,R038,菊花柠檬草,0.8076,匹配你的身体状态：疲劳；匹配你的心情状态：低落；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R055,薰衣草蓝莓,0.8076,匹配你的身体状态：疲劳；匹配你的心情状态：低落；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R045,荷叶陈皮,0.8076,匹配你的身体状态：疲劳；匹配你的心情状态：低落；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,,
U0419,疲劳、口渴,开心,健身房/运动场,清爽、酸感,冷饮,低糖,低糖冷饮清爽酸感型,R090,黑巧椰乳,0.8336,匹配你的身体状态：口渴、疲劳；匹配你的心情状态：开心；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R113,椰奶荔枝,0.8336,匹配你的身体状态：口渴、疲劳；匹配你的心情状态：开心；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R089,可可粉豆奶,0.8076,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的感官偏好：清爽、酸感；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,,
U0420,疲劳,开心,商场/商业街,酸感、清爽,冷饮,,冷饮清爽酸感型,R090,黑巧椰乳,0.8347,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的场景：商场/商业街；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮,R089,可可粉豆奶,0.8394,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的场景：商场/商业街；匹配你的感官偏好：清爽、酸感；匹配你的冷热偏好：冷饮,R109,酸奶草莓,0.8394,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的场景：商场/商业街；匹配你的感官偏好：清爽、酸感；匹配你的冷热偏好：冷饮,,
U0421,疲劳,烦躁,地铁/公交/车站,果香、甜感,冷饮,低糖、乳糖不耐慎用,低糖冷饮果香甜感型,R009,桃子轻发酵乌龙,0.8072,匹配你的身体状态：疲劳；匹配你的感官偏好：果香、甜感；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖、乳糖不耐慎用,R012,荔枝茉莉绿茶,0.8072,匹配你的身体状态：疲劳；匹配你的感官偏好：果香、甜感；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖、乳糖不耐慎用,R033,草莓茉莉绿茶,0.8072,匹配你的身体状态：疲劳；匹配你的感官偏好：果香、甜感；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖、乳糖不耐慎用,,
U0422,疲劳,低落,地铁/公交/车站,清爽,热饮,乳糖不耐慎用,乳糖不耐慎用热饮清爽型,R008,苹果玄米茶,0.8402,匹配你的身体状态：疲劳；匹配你的心情状态：低落；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,R005,橙子伯爵红茶,0.8402,匹配你的身体状态：疲劳；匹配你的心情状态：低落；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,R026,橙子普洱茶,0.8402,匹配你的身体状态：疲劳；匹配你的心情状态：低落；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,,
U0423,困倦、感觉有点热,平静,公园/户外,清爽,热饮,低刺激,低刺激热饮清爽型,R055,薰衣草蓝莓,0.7716,匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R043,金银花菊花,0.7351,匹配你的心情状态：平静；匹配你的感官偏好：清爽；已考虑你的健康约束：低刺激,R038,菊花柠檬草,0.7716,匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,,
U0424,疲劳,平静,图书馆/自习室,清爽,常温,低刺激,低刺激常温清爽型,R045,荷叶陈皮,0.8051,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的感官偏好：清爽；已考虑你的健康约束：低刺激,R038,菊花柠檬草,0.8051,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的感官偏好：清爽；已考虑你的健康约束：低刺激,R055,薰衣草蓝莓,0.805,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的感官偏好：清爽；已考虑你的健康约束：低刺激,,
U0425,困倦、感觉有点冷,平静,公园/户外,花香,热饮,乳糖不耐慎用,乳糖不耐慎用热饮花香型,R022,苹果茉莉绿茶,0.769,匹配你的身体状态：困倦；匹配你的心情状态：平静；匹配你的感官偏好：花香；已考虑你的健康约束：乳糖不耐慎用,R030,芒果红茶,0.753,匹配你的身体状态：困倦；匹配你的心情状态：平静；已考虑你的健康约束：乳糖不耐慎用,R039,茉莉花白茶,0.8069,匹配你的身体状态：困倦；匹配你的心情状态：平静；匹配你的感官偏好：花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,,
U0426,困倦、口渴,烦躁、开心,健身房/运动场,酸感、气泡感、清爽,冷饮,低糖,低糖冷饮清爽气泡感型,R050,柠檬草橙子,0.7437,匹配你的身体状态：口渴；匹配你的心情状态：开心；匹配你的感官偏好：清爽、酸感；已考虑你的健康约束：低糖,R119,椰子水橙子,0.7437,匹配你的身体状态：口渴；匹配你的心情状态：开心；匹配你的感官偏好：清爽、酸感；已考虑你的健康约束：低糖,R048,玫瑰草莓,0.7766,匹配你的身体状态：口渴；匹配你的心情状态：开心；匹配你的场景：健身房/运动场；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,,
U0427,疲劳、感觉有点冷,烦躁,公园/户外,清爽,热饮,低刺激,低刺激热饮清爽型,R055,薰衣草蓝莓,0.8072,匹配你的身体状态：感觉有点冷、疲劳；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R037,玫瑰桂花,0.8072,匹配你的身体状态：感觉有点冷、疲劳；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R040,薰衣草洋甘菊,0.8072,匹配你的身体状态：感觉有点冷、疲劳；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,,
U0428,疲劳、感觉有点热,平静,公园/户外,清爽、茶香,冷饮,低糖,低糖冷饮清爽茶香型,R083,冷萃咖啡椰子水,0.7583,匹配你的身体状态：疲劳；匹配你的场景：公园/户外；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R009,桃子轻发酵乌龙,0.773,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽、茶香；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R012,荔枝茉莉绿茶,0.773,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽、茶香；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,,
U0429,疲劳、感觉有点冷,开心,公园/户外,清爽,热饮,乳糖不耐慎用,乳糖不耐慎用热饮清爽型,R049,洋甘菊苹果,0.8402,匹配你的身体状态：感觉有点冷、疲劳；匹配你的心情状态：开心；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,R111,豆奶苹果,0.8402,匹配你的身体状态：感觉有点冷、疲劳；匹配你的心情状态：开心；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,R116,椰乳百合,0.8402,匹配你的身体状态：感觉有点冷、疲劳；匹配你的心情状态：开心；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,,
U0430,疲劳、感觉有点热,开心,公园/户外,花香、气泡感,冷饮,低糖,低糖冷饮花香气泡感型,R053,百合椰子水,0.7268,匹配你的心情状态：开心；匹配你的感官偏好：花香；已考虑你的健康约束：低糖,R050,柠檬草橙子,0.7268,匹配你的心情状态：开心；匹配你的感官偏好：花香；已考虑你的健康约束：低糖,R119,椰子水橙子,0.7268,匹配你的心情状态：开心；匹配你的感官偏好：花香；已考虑你的健康约束：低糖,,
U0431,疲劳、困倦,低落,商场/商业街,花香,冷饮,低糖、乳糖不耐慎用,低糖冷饮花香型,R015,陈皮普洱茶,0.8053,匹配你的身体状态：困倦、疲劳；匹配你的心情状态：低落；匹配你的感官偏好：花香；已考虑你的健康约束：低糖、乳糖不耐慎用,R031,陈皮玄米茶,0.8053,匹配你的身体状态：困倦、疲劳；匹配你的心情状态：低落；匹配你的感官偏好：花香；已考虑你的健康约束：低糖、乳糖不耐慎用,R022,苹果茉莉绿茶,0.771,匹配你的身体状态：困倦、疲劳；匹配你的感官偏好：花香；已考虑你的健康约束：低糖、乳糖不耐慎用,,
U0432,困倦,烦躁、平静,地铁/公交/车站,咖啡香、苦感、清爽,冷饮,低糖、咖啡因敏感慎用,低糖冷饮清爽咖啡香型,R045,荷叶陈皮,0.7022,匹配你的心情状态：平静；匹配你的感官偏好：清爽、苦感；已考虑你的健康约束：低糖、咖啡因敏感慎用,R038,菊花柠檬草,0.6941,匹配你的心情状态：平静；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖、咖啡因敏感慎用,R055,薰衣草蓝莓,0.694,匹配你的心情状态：平静；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖、咖啡因敏感慎用,,
U0433,疲劳、感觉有点热,开心、烦躁,公园/户外,气泡感、清爽,冷饮,低糖,低糖冷饮清爽气泡感型,R050,柠檬草橙子,0.6983,匹配你的心情状态：开心；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖,R119,椰子水橙子,0.6983,匹配你的心情状态：开心；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖,R102,苹果陈皮气泡饮,0.7791,匹配你的身体状态：感觉有点热；匹配你的心情状态：开心；匹配你的场景：公园/户外；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,,
U0434,困倦、感觉有点冷,开心,公园/户外,茶香,热饮,乳糖不耐慎用,乳糖不耐慎用热饮茶香型,R022,苹果茉莉绿茶,0.7312,匹配你的身体状态：困倦；匹配你的感官偏好：茶香；已考虑你的健康约束：乳糖不耐慎用,R039,茉莉花白茶,0.7728,匹配你的身体状态：困倦；匹配你的感官偏好：茶香；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,R056,陈皮红茶,0.8075,匹配你的身体状态：困倦；匹配你的心情状态：开心；匹配你的感官偏好：茶香；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,,
U0435,困倦,平静,学校/教学楼,茶香,常温,咖啡因敏感慎用,咖啡因敏感慎用常温茶香型,R061,焙茶鲜奶,0.7561,匹配你的身体状态：困倦；匹配你的场景：学校/教学楼；匹配你的感官偏好：茶香；已考虑你的健康约束：咖啡因敏感慎用,R075,红茶淡奶油,0.7561,匹配你的身体状态：困倦；匹配你的场景：学校/教学楼；匹配你的感官偏好：茶香；已考虑你的健康约束：咖啡因敏感慎用,R030,芒果红茶,0.8293,匹配你的身体状态：困倦；匹配你的心情状态：平静；匹配你的场景：学校/教学楼；匹配你的感官偏好：茶香；匹配你的冷热偏好：常温；已考虑你的健康约束：咖啡因敏感慎用,,
U0436,困倦,平静,图书馆/自习室,茶香、苦感、清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽茶香型,R045,荷叶陈皮,0.7649,匹配你的心情状态：平静；匹配你的感官偏好：清爽、苦感；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R038,菊花柠檬草,0.7601,匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R055,薰衣草蓝莓,0.7599,匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,,
U0437,疲劳,平静,图书馆/自习室,清爽,热饮,咖啡因敏感慎用、乳糖不耐慎用,咖啡因敏感慎用热饮清爽型,R045,荷叶陈皮,0.8401,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用、乳糖不耐慎用,R038,菊花柠檬草,0.8401,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用、乳糖不耐慎用,R055,薰衣草蓝莓,0.8401,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用、乳糖不耐慎用,,
U0438,疲劳,开心,图书馆/自习室,清爽、酸感,常温,低糖,低糖常温清爽酸感型,R006,草莓红茶,0.8042,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的场景：图书馆/自习室；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖,R023,西瓜绿茶,0.8042,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的场景：图书馆/自习室；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖,R002,青柠茉莉绿茶,0.8095,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的场景：图书馆/自习室；匹配你的感官偏好：清爽、酸感；已考虑你的健康约束：低糖,,
U0439,疲劳、困倦,烦躁,地铁/公交/车站,果香、气泡感、清爽,冷饮,低糖,低糖冷饮清爽果香型,R083,冷萃咖啡椰子水,0.7991,匹配你的身体状态：困倦、疲劳；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R081,美式咖啡液橙子,0.7991,匹配你的身体状态：困倦、疲劳；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R009,桃子轻发酵乌龙,0.7991,匹配你的身体状态：困倦、疲劳；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,,
U0440,疲劳、困倦,紧张,公园/户外,苦感、清爽,热饮,,热饮清爽苦感型,R045,荷叶陈皮,0.8076,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的感官偏好：清爽、苦感；匹配你的冷热偏好：热饮,R038,菊花柠檬草,0.8002,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮,R017,桃子红茶,0.8072,匹配你的身体状态：困倦、疲劳；匹配你的感官偏好：清爽、苦感；匹配你的冷热偏好：热饮,,
U0441,疲劳、困倦,平静,商场/商业街,花香,热饮,,热饮花香型,R056,陈皮红茶,0.8071,匹配你的身体状态：困倦、疲劳；匹配你的感官偏好：花香；匹配你的冷热偏好：热饮,R039,茉莉花白茶,0.8401,匹配你的身体状态：困倦、疲劳；匹配你的心情状态：平静；匹配你的感官偏好：花香；匹配你的冷热偏好：热饮,R030,芒果红茶,0.7895,匹配你的身体状态：困倦、疲劳；匹配你的心情状态：平静,,
U0442,疲劳、口渴,烦躁,健身房/运动场,果香、酸感,冷饮,低糖,低糖冷饮果香酸感型,R083,冷萃咖啡椰子水,0.7955,匹配你的身体状态：口渴、疲劳；匹配你的感官偏好：果香；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R009,桃子轻发酵乌龙,0.7598,匹配你的身体状态：疲劳；匹配你的感官偏好：果香；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R012,荔枝茉莉绿茶,0.7598,匹配你的身体状态：疲劳；匹配你的感官偏好：果香；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,,
U0443,困倦,紧张、平静,学校/教学楼,茶香、清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽茶香型,R045,荷叶陈皮,0.7267,匹配你的心情状态：平静、紧张；匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,R038,菊花柠檬草,0.7267,匹配你的心情状态：平静、紧张；匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,R055,薰衣草蓝莓,0.7266,匹配你的心情状态：平静、紧张；匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,,
U0444,疲劳、感觉有点冷,紧张,公园/户外,咖啡香、清爽、苦感,热饮,,热饮清爽咖啡香型,R038,菊花柠檬草,0.8312,匹配你的身体状态：感觉有点冷、疲劳；匹配你的心情状态：紧张；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮,R045,荷叶陈皮,0.836,匹配你的身体状态：感觉有点冷、疲劳；匹配你的心情状态：紧张；匹配你的感官偏好：清爽、苦感；匹配你的冷热偏好：热饮,R055,薰衣草蓝莓,0.8312,匹配你的身体状态：感觉有点冷、疲劳；匹配你的心情状态：紧张；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮,,
