session_id,user_id,recipe_id,饮品名称,twin_tower_similarity,normalized_twin_similarity,state_score,flavor_score,scene_score,health_score,visual_score,rule_score,makeability_score,novelty_score,label,rank_target_score
S027,U027,R049,摩卡,-0.7622,0.1189,0.0464,0.0,0.0,1.0,0.0,0.2639,1.0,0.6498,0,0.2929
S027,U027,R050,燕麦奶摩卡,-0.754,0.123,0.0544,0.0,0.0,1.0,0.0,0.2663,1.0,0.5159,0,0.2887
S027,U027,R051,椰奶摩卡,-0.7604,0.1198,0.0625,0.1429,0.0,1.0,0.0,0.2973,1.0,0.9359,0,0.3225
S027,U027,R052,杏仁奶摩卡,-0.7599,0.1201,0.0622,0.0,0.0,1.0,0.0,0.2687,1.0,0.9545,0,0.3107
S027,U027,R053,摩卡（低咖啡因）,-0.7645,0.1178,0.0092,0.0,0.0,1.0,0.0,0.2527,1.0,0.8654,0,0.2982
S027,U027,R054,燕麦奶摩卡（低咖啡因）,-0.76,0.12,0.009,0.0,0.0,1.0,0.0,0.2527,1.0,0.9619,0,0.3038
S027,U027,R055,椰奶摩卡（低咖啡因）,-0.7584,0.1208,0.0177,0.1111,0.0,1.0,0.0,0.2775,1.0,0.674,0,0.3009
S027,U027,R056,杏仁奶摩卡（低咖啡因）,-0.7571,0.1215,0.009,0.0,0.0,1.0,0.0,0.2527,1.0,0.9436,0,0.3034
S027,U027,R057,dirty,-0.7599,0.1201,0.0539,0.0,0.0,1.0,0.0,0.2662,0.7,0.8887,0,0.2762
S027,U027,R058,燕麦奶dirty,-0.7537,0.1231,0.0622,0.0,0.0,1.0,0.0,0.2687,0.7,0.911,0,0.2796
S027,U027,R059,椰奶dirty,-0.7574,0.1213,0.0622,0.125,0.0,1.0,0.0,0.2937,0.7,0.9069,0,0.29
S027,U027,R060,杏仁奶dirty,-0.7572,0.1214,0.0622,0.0,0.0,1.0,0.0,0.2687,0.7,0.8859,0,0.2777
S027,U027,R061,dirty（低咖啡因）,-0.7579,0.121,0.0092,0.0,0.0,1.0,0.0,0.2527,0.7,0.5718,0,0.2547
S027,U027,R062,燕麦奶dirty（低咖啡因）,-0.7531,0.1235,0.0092,0.0,0.0,1.0,0.0,0.2527,0.7,0.6222,0,0.258
S027,U027,R063,椰奶dirty（低咖啡因）,-0.7523,0.1239,0.0177,0.1,0.0,1.0,0.0,0.2753,0.7,0.8865,0,0.2816
S027,U027,R064,杏仁奶dirty（低咖啡因）,-0.7567,0.1216,0.0092,0.0,0.0,1.0,0.0,0.2527,0.7,0.7318,0,0.2629
S027,U027,R065,热可可,-0.6416,0.1792,0.1134,0.0,0.0,1.0,0.0,0.284,1.0,0.5978,0,0.3204
S027,U027,R066,燕麦奶热可可,-0.5134,0.2433,0.1224,0.0,0.0,1.0,0.0,0.2867,1.0,0.858,0,0.3571
S027,U027,R067,杏仁奶热可可,-0.5166,0.2417,0.1224,0.0,0.0,1.0,0.0,0.2867,1.0,0.9972,0,0.3635
S027,U027,R068,玫瑰椰椰烤奶,-0.6682,0.1659,0.0734,0.125,0.0,1.0,0.0,0.297,1.0,0.7272,0,0.3281
S027,U027,R069,玫瑰菊花茶,-0.4968,0.2516,0.1218,0.0,0.0,1.0,0.0,0.2865,1.0,0.6577,0,0.3499
S027,U027,R070,玫瑰陈皮茶,-0.6089,0.1956,0.1311,0.1667,0.0,1.0,0.0,0.3227,1.0,0.9027,0,0.3588
S027,U027,R071,金银花菊花茶,-0.4748,0.2626,0.1239,0.0,0.0,1.0,0.0,0.2872,1.0,0.9956,0,0.3709
S027,U027,R072,菊花柠檬茶,-0.3616,0.3192,0.1576,0.1429,0.0556,1.0,0.0,0.3342,1.0,0.9009,0,0.4071
S027,U027,R073,薰衣草柠檬茶,-0.3777,0.3111,0.1569,0.125,0.0556,1.0,0.0,0.3304,1.0,0.8267,0,0.3989
S027,U027,R074,百花茶,-0.599,0.2005,0.119,0.0,0.0,1.0,0.0,0.2857,1.0,0.7679,0,0.3371
S027,U027,R075,洛神花玫瑰茶,-0.5693,0.2153,0.119,0.0,0.0,1.0,0.0,0.2857,1.0,0.7476,0,0.3413
S027,U027,R076,洛神花苹果茶,-0.7231,0.1384,0.1279,0.1667,0.0,1.0,0.0,0.3217,1.0,0.9265,0,0.3395
S027,U027,R077,金银花荷叶茶,-0.6379,0.181,0.115,0.0,0.0,1.0,0.0,0.2845,1.0,0.5142,0,0.3171
S027,U027,R078,百合玫瑰茶,-0.4637,0.2682,0.1125,0.0,0.0,1.0,0.0,0.2838,1.0,0.5888,0,0.351
S027,U027,R079,陈皮苹果茶,-0.7161,0.1419,0.1289,0.1667,0.0,1.0,0.0,0.322,1.0,0.6953,0,0.3293
S028,U028,R001,薄荷柠檬气泡茶,-0.7266,0.1367,0.0685,0.0,0.0,0.65,0.0,0.183,0.7,0.8687,0,0.0
S028,U028,R002,蜂蜜柠檬茶,-0.552,0.224,0.0985,0.0,0.0,1.0,0.0,0.2796,0.7,0.9661,0,0.3225
S028,U028,R003,葡萄柠檬茉莉花茶,-0.5728,0.2136,0.0774,0.0,0.0,1.0,0.0,0.2732,0.7,0.8531,0,0.3104
S028,U028,R004,青柠桂花蜜乌龙,-0.7319,0.1341,0.0769,0.0,0.0,1.0,0.0,0.2731,0.7,0.6478,0,0.2722
S028,U028,R005,百香果乳酸绿茶,-0.6456,0.1772,0.0229,0.0,0.0,1.0,0.0,0.2569,0.7,0.7291,0,0.2841
S028,U028,R006,百香果美式,-0.7485,0.1257,0.0716,0.0,0.0,0.65,0.0,0.184,0.7,0.5288,0,0.0
S028,U028,R007,百香果美式（低咖啡因）,-0.7609,0.1195,0.0839,0.0,0.0,0.65,0.0,0.1877,0.7,0.5976,0,0.0
S028,U028,R008,杨枝甘露,-0.599,0.2005,0.008,0.0,0.0,1.0,0.0,0.2524,0.3,0.8084,0,0.2542
S028,U028,R009,鲜橙绿茶,-0.8124,0.0938,0.0675,0.0,0.0,1.0,0.0,0.2703,0.7,0.5802,0,0.2535
S028,U028,R010,橙C美式,-0.7466,0.1267,0.0762,0.0,0.0,0.65,0.0,0.1854,0.7,0.9237,0,0.0
S028,U028,R011,橙C美式（低咖啡因）,-0.7151,0.1425,0.088,0.0,0.0,0.65,0.0,0.1889,0.7,0.9954,0,0.0
S028,U028,R012,鲜橙养乐多,-0.6326,0.1837,0.0,0.0,0.0,1.0,0.0,0.25,0.7,0.7775,0,0.2857
S028,U028,R013,草莓奶昔,-0.5228,0.2386,0.0175,0.0,0.0,1.0,0.0,0.2552,0.7,0.8953,0,0.3131
S028,U028,R014,蓝莓奶昔,-0.521,0.2395,0.0177,0.0,0.0,1.0,0.0,0.2553,0.7,0.6536,0,0.3014
S028,U028,R015,桃桃乌龙,-0.631,0.1845,0.0761,0.0,0.0,1.0,0.0,0.2728,0.7,0.9665,0,0.3057
S028,U028,R016,芒果奶昔,-0.5246,0.2377,0.0172,0.0,0.0,1.0,0.0,0.2552,0.7,0.5441,0,0.2952
S028,U028,R017,柠迭莓萝气泡水,-0.6526,0.1737,0.0214,0.0,0.0,0.65,0.0,0.1689,0.3,0.5789,0,0.0
S028,U028,R018,茉莉苹果奶绿,-0.5342,0.2329,0.0801,0.0,0.0,1.0,0.0,0.274,0.7,0.5749,0,0.3036
S028,U028,R019,荔枝白茶,-0.6057,0.1972,0.0761,0.0,0.0,1.0,0.0,0.2728,0.7,0.6245,0,0.293
S028,U028,R020,超级吨吨桶,-0.7434,0.1283,0.0259,0.0,0.0,1.0,0.0,0.2578,0.3,0.8131,0,0.2316
S028,U028,R021,芝士奶盖铁观音,-0.3444,0.3278,0.08,0.0,0.0,1.0,0.0,0.274,0.7,0.9092,0,0.3535
S028,U028,R022,抹茶椰青美式,-0.7051,0.1474,0.0855,0.0,0.0,0.65,0.0,0.1881,1.0,0.936,0,0.0
S028,U028,R023,草莓抹茶椰,-0.7123,0.1438,0.069,0.0,0.0,0.65,0.0,0.1832,0.7,0.8142,0,0.0
S028,U028,R024,柠檬草薄荷气泡水,-0.6539,0.1731,0.0177,0.0,0.0,0.65,0.0,0.1678,0.7,0.6399,0,0.0
S028,U028,R025,蝶豆花柠檬气泡水,-0.6593,0.1704,0.0169,0.0,0.0,0.65,0.0,0.1676,0.3,0.5534,0,0.0
S028,U028,R026,泰式奶红,-0.3011,0.3495,0.0923,0.0,0.0,1.0,0.0,0.2777,1.0,0.6302,0,0.3788
S028,U028,R027,泰式奶绿,-0.3333,0.3334,0.0824,0.0,0.0,1.0,0.0,0.2747,1.0,0.7515,0,0.3779
S028,U028,R028,冰橙伯爵鸳鸯茶,-0.7433,0.1283,0.0937,0.0,0.0,0.65,0.0,0.1906,1.0,0.5706,0,0.0
S028,U028,R029,伯爵红茶奶茶,-0.4103,0.2949,0.1569,0.0,0.0,1.0,0.0,0.2971,1.0,0.9574,1,0.4348
S028,U028,R030,焙茶豆乳,-0.1729,0.4135,0.1529,0.0,0.0,1.0,0.0,0.2959,1.0,0.6295,1,0.4594
S028,U028,R031,抹茶豆乳,-0.4489,0.2756,0.1509,0.0,0.0,0.65,0.0,0.2078,1.0,0.5342,0,0.0
S028,U028,R032,抹茶拿铁,-0.7377,0.1311,0.1423,0.0,0.0,0.65,0.0,0.2052,1.0,0.5343,0,0.0
S028,U028,R033,燕麦奶抹茶拿铁,-0.4635,0.2683,0.14,0.0,0.0,0.65,0.0,0.2045,1.0,0.5535,0,0.0
S028,U028,R034,椰奶抹茶拿铁,-0.7209,0.1395,0.1317,0.0,0.0,0.65,0.0,0.202,1.0,0.7787,0,0.0
S028,U028,R035,杏仁奶抹茶拿铁,-0.7458,0.1271,0.14,0.0,0.0,0.65,0.0,0.2045,1.0,0.9263,0,0.0
S028,U028,R036,港式鸳鸯,-0.7503,0.1248,0.1296,0.0,0.0,0.65,0.0,0.2014,1.0,0.7789,0,0.0
S028,U028,R037,拿铁,-0.7415,0.1292,0.14,0.0,0.0,0.65,0.0,0.2045,1.0,0.5918,0,0.0
S028,U028,R038,燕麦奶拿铁,-0.4943,0.2529,0.1386,0.0,0.0,0.65,0.0,0.2041,1.0,0.7667,0,0.0
S028,U028,R039,椰奶拿铁,-0.7432,0.1284,0.1379,0.0,0.0,0.65,0.0,0.2039,1.0,0.6538,0,0.0
S028,U028,R040,杏仁奶拿铁,-0.7404,0.1298,0.1386,0.0,0.0,0.65,0.0,0.2041,1.0,0.9628,0,0.0
S028,U028,R041,拿铁（低咖啡因）,-0.753,0.1235,0.1029,0.0,0.0,0.65,0.0,0.1934,1.0,0.8432,0,0.0
S028,U028,R042,燕麦奶拿铁（低咖啡因）,-0.7397,0.1302,0.1029,0.0,0.0,0.65,0.0,0.1934,1.0,0.6984,0,0.0
S028,U028,R043,椰奶拿铁（低咖啡因）,-0.7588,0.1206,0.1,0.0,0.0,0.65,0.0,0.1925,1.0,0.9496,0,0.0
S028,U028,R044,杏仁奶拿铁（低咖啡因）,-0.7476,0.1262,0.1029,0.0,0.0,0.65,0.0,0.1934,1.0,0.9455,0,0.0
S028,U028,R045,卡布奇诺,-0.7482,0.1259,0.1361,0.0,0.0,0.65,0.0,0.2033,1.0,0.8193,0,0.0
S028,U028,R046,卡布奇诺（低咖啡因）,-0.7544,0.1228,0.0974,0.0,0.0,0.65,0.0,0.1917,1.0,0.7725,0,0.0
S028,U028,R047,西班牙拿铁,-0.7497,0.1251,0.1152,0.0,0.0,0.65,0.0,0.197,1.0,0.769,0,0.0
S028,U028,R048,西班牙拿铁（低咖啡因）,-0.7533,0.1234,0.093,0.0,0.0,0.65,0.0,0.1904,1.0,0.5605,0,0.0
S028,U028,R049,摩卡,-0.7494,0.1253,0.1105,0.0,0.0,0.65,0.0,0.1956,1.0,0.5873,0,0.0
S028,U028,R050,燕麦奶摩卡,-0.7424,0.1288,0.1088,0.0,0.0,0.65,0.0,0.1952,1.0,0.7432,0,0.0
S028,U028,R051,椰奶摩卡,-0.7524,0.1238,0.1249,0.0,0.0,0.65,0.0,0.2,1.0,0.675,0,0.0
S028,U028,R052,杏仁奶摩卡,-0.7518,0.1241,0.1244,0.0,0.0,0.65,0.0,0.1998,1.0,0.9513,0,0.0
S028,U028,R053,摩卡（低咖啡因）,-0.755,0.1225,0.0958,0.0,0.0,0.65,0.0,0.1913,1.0,0.6918,0,0.0
S028,U028,R054,燕麦奶摩卡（低咖啡因）,-0.7478,0.1261,0.0951,0.0,0.0,0.65,0.0,0.191,1.0,0.9348,0,0.0
S028,U028,R055,椰奶摩卡（低咖啡因）,-0.761,0.1195,0.0944,0.0,0.0,0.65,0.0,0.1908,1.0,0.5881,0,0.0
S028,U028,R056,杏仁奶摩卡（低咖啡因）,-0.754,0.123,0.0951,0.0,0.0,0.65,0.0,0.191,1.0,0.5428,0,0.0
S028,U028,R057,dirty,-0.752,0.124,0.1255,0.0,0.0,0.65,0.0,0.2001,0.7,0.6188,0,0.0
S028,U028,R058,燕麦奶dirty,-0.7322,0.1339,0.1244,0.0,0.0,0.65,0.0,0.1998,0.7,0.7556,0,0.0
S028,U028,R059,椰奶dirty,-0.7482,0.1259,0.1244,0.0,0.0,0.65,0.0,0.1998,0.7,0.9371,0,0.0
S028,U028,R060,杏仁奶dirty,-0.7505,0.1247,0.1244,0.0,0.0,0.65,0.0,0.1998,0.7,0.908,0,0.0
S028,U028,R061,dirty（低咖啡因）,-0.7527,0.1237,0.0958,0.0,0.0,0.65,0.0,0.1913,0.7,0.9525,0,0.0
S028,U028,R062,燕麦奶dirty（低咖啡因）,-0.7518,0.1241,0.0958,0.0,0.0,0.65,0.0,0.1913,0.7,0.9526,0,0.0
S028,U028,R063,椰奶dirty（低咖啡因）,-0.7548,0.1226,0.0944,0.0,0.0,0.65,0.0,0.1908,0.7,0.8883,0,0.0
S028,U028,R064,杏仁奶dirty（低咖啡因）,-0.7521,0.1239,0.0958,0.0,0.0,0.65,0.0,0.1913,0.7,0.5121,0,0.0
S028,U028,R065,热可可,-0.4463,0.2768,0.0684,0.0,0.0,1.0,0.0,0.2705,1.0,0.6481,0,0.351
S028,U028,R066,燕麦奶热可可,-0.2768,0.3616,0.0774,0.0,0.0,1.0,0.0,0.2732,1.0,0.6325,0,0.3811
S028,U028,R067,杏仁奶热可可,-0.3313,0.3344,0.0774,0.0,0.0,1.0,0.0,0.2732,1.0,0.7276,0,0.3763
S028,U028,R068,玫瑰椰椰烤奶,-0.2542,0.3729,0.1016,0.0,0.0,1.0,0.0,0.2805,1.0,0.5092,0,0.3822
S028,U028,R069,玫瑰菊花茶,0.2546,0.6273,0.1335,0.0,0.0,1.0,0.0,0.2901,1.0,0.7758,1,0.5389
S028,U028,R070,玫瑰陈皮茶,-0.4161,0.292,0.1311,0.0,0.0,1.0,0.0,0.2893,1.0,0.7974,0,0.3722
S028,U028,R071,金银花菊花茶,0.2401,0.62,0.1361,0.0,0.0,1.0,0.0,0.2908,1.0,0.8973,1,0.5427
S028,U028,R072,菊花柠檬茶,-0.6624,0.1688,0.1201,0.0,0.0,1.0,0.0,0.286,1.0,0.6299,0,0.3193
S028,U028,R073,薰衣草柠檬茶,-0.6655,0.1673,0.1194,0.0,0.0,1.0,0.0,0.2858,1.0,0.9277,0,0.3335
S028,U028,R074,百花茶,-0.1684,0.4158,0.13,0.0,0.0,1.0,0.0,0.289,1.0,0.7632,0,0.4137
S028,U028,R075,洛神花玫瑰茶,-0.3041,0.3479,0.119,0.0,0.0,1.0,0.0,0.2857,1.0,0.6686,0,0.3838
S028,U028,R076,洛神花苹果茶,-0.7033,0.1484,0.1173,0.0,0.0,1.0,0.0,0.2852,1.0,0.6831,0,0.3144
S028,U028,R077,金银花荷叶茶,-0.2383,0.3808,0.125,0.0,0.0,1.0,0.0,0.2875,1.0,0.8125,0,0.4033
S028,U028,R078,百合玫瑰茶,0.3394,0.6697,0.1375,0.0,0.0,1.0,0.0,0.2913,1.0,0.9339,1,0.5622
S028,U028,R079,陈皮苹果茶,-0.8186,0.0907,0.1289,0.0,0.0,1.0,0.0,0.2887,1.0,0.7738,0,0.3004
S029,U029,R001,薄荷柠檬气泡茶,-0.7312,0.1344,0.0762,0.0,0.0556,1.0,0.0,0.2812,0.7,0.7709,0,0.2821
S029,U029,R002,蜂蜜柠檬茶,-0.543,0.2285,0.1048,0.0,0.3125,1.0,0.0,0.3283,0.7,0.9659,0,0.346
S029,U029,R003,葡萄柠檬茉莉花茶,-0.4714,0.2643,0.0854,0.0,0.0625,1.0,0.0,0.285,0.7,0.7897,0,0.3302
S029,U029,R004,青柠桂花蜜乌龙,-0.4654,0.2673,0.0689,0.0,0.0625,1.0,0.0,0.28,0.7,0.6285,0,0.321
S029,U029,R005,百香果乳酸绿茶,-0.6752,0.1624,0.0306,0.0,0.0,1.0,0.0,0.2592,0.7,0.5082,0,0.2689
S029,U029,R006,百香果美式,-0.7093,0.1453,0.0894,0.0,0.0625,1.0,0.0,0.2862,0.7,0.5368,0,0.2765
S029,U029,R007,百香果美式（低咖啡因）,-0.3386,0.3307,0.0925,0.0,0.05,1.0,0.0,0.2852,0.7,0.6707,0,0.3476
S029,U029,R008,杨枝甘露,-0.534,0.233,0.0739,0.0,0.0625,1.0,0.0,0.2815,0.3,0.7109,0,0.2738
S029,U029,R009,鲜橙绿茶,-0.6735,0.1632,0.0764,0.0,0.0625,1.0,0.0,0.2823,0.7,0.9204,0,0.3002
S029,U029,R010,橙C美式,-0.7217,0.1391,0.0937,0.0,0.0625,1.0,0.0,0.2875,0.7,0.981,0,0.2971
S029,U029,R011,橙C美式（低咖啡因）,-0.3495,0.3253,0.0966,0.0,0.0556,1.0,0.0,0.2873,0.7,0.7892,0,0.3526
S029,U029,R012,鲜橙养乐多,-0.3409,0.3296,0.0565,0.0,0.0625,1.0,0.0,0.2763,0.7,0.7983,0,0.3496
S029,U029,R013,草莓奶昔,-0.4609,0.2696,0.0849,0.0,0.0625,1.0,0.0,0.2849,0.7,0.6442,0,0.3248
S029,U029,R014,蓝莓奶昔,-0.4367,0.2817,0.0766,0.0,0.0625,1.0,0.0,0.2824,0.7,0.6414,0,0.3277
S029,U029,R015,桃桃乌龙,-0.3886,0.3057,0.0761,0.0,0.0625,1.0,0.0,0.2822,0.7,0.7128,0,0.3396
S029,U029,R016,芒果奶昔,-0.4684,0.2658,0.0758,0.0,0.0625,1.0,0.0,0.2821,0.7,0.7959,0,0.3298
S029,U029,R017,柠迭莓萝气泡水,-0.6399,0.1801,0.0357,0.0,0.0,1.0,0.0,0.2607,0.3,0.5905,0,0.2399
S029,U029,R018,茉莉苹果奶绿,-0.4519,0.274,0.0864,0.0,0.0625,1.0,0.0,0.2853,0.7,0.6451,0,0.3265
S029,U029,R019,荔枝白茶,-0.3991,0.3005,0.0761,0.0,0.0625,1.0,0.0,0.2822,0.7,0.7388,0,0.3391
S029,U029,R020,超级吨吨桶,-0.7101,0.1449,0.0324,0.0,0.0,1.0,0.0,0.2597,0.3,0.7095,0,0.2331
S029,U029,R021,芝士奶盖铁观音,-0.5755,0.2123,0.0963,0.0,0.0625,1.0,0.0,0.2883,0.7,0.6564,0,0.3068
S029,U029,R022,抹茶椰青美式,-0.7305,0.1347,0.1032,0.0,0.0625,1.0,0.0,0.2903,1.0,0.8525,0,0.3204
S029,U029,R023,草莓抹茶椰,-0.5362,0.2319,0.0847,0.0,0.0625,1.0,0.0,0.2848,0.7,0.6432,0,0.3115
S029,U029,R024,柠檬草薄荷气泡水,-0.6829,0.1586,0.0266,0.0,0.0,1.0,0.0,0.258,0.7,0.6984,0,0.2765
S029,U029,R025,蝶豆花柠檬气泡水,-0.6706,0.1647,0.0338,0.0,0.0,1.0,0.0,0.2602,0.3,0.6619,0,0.2378
S029,U029,R026,泰式奶红,-0.7679,0.116,0.0901,0.0,0.0625,1.0,0.0,0.2864,1.0,0.6268,0,0.3008
S029,U029,R027,泰式奶绿,-0.7796,0.1102,0.0886,0.0,0.0625,1.0,0.0,0.286,1.0,0.7573,0,0.3051
S029,U029,R028,冰橙伯爵鸳鸯茶,-0.7198,0.1401,0.1086,0.0,0.0625,1.0,0.0,0.292,1.0,0.7748,0,0.3192
S029,U029,R029,伯爵红茶奶茶,-0.7602,0.1199,0.0974,0.0,0.3125,1.0,0.0,0.3261,1.0,0.8004,0,0.3287
S029,U029,R030,焙茶豆乳,-0.7123,0.1438,0.0923,0.0,0.3125,1.0,0.0,0.3246,1.0,0.7539,0,0.3341
S029,U029,R031,抹茶豆乳,-0.6699,0.165,0.1009,0.0,0.3125,1.0,0.0,0.3272,1.0,0.6771,0,0.3389
S029,U029,R032,抹茶拿铁,-0.7242,0.1379,0.0923,0.0,0.3125,1.0,0.0,0.3246,1.0,0.8849,0,0.3386
S029,U029,R033,燕麦奶抹茶拿铁,-0.6921,0.154,0.1,0.0,0.3125,1.0,0.0,0.3269,1.0,0.8581,0,0.3439
S029,U029,R034,椰奶抹茶拿铁,-0.7275,0.1363,0.0923,0.0,0.3125,1.0,0.0,0.3246,1.0,0.9889,0,0.3432
S029,U029,R035,杏仁奶抹茶拿铁,-0.7328,0.1336,0.1,0.0,0.3125,1.0,0.0,0.3269,1.0,0.9391,0,0.3408
S029,U029,R036,港式鸳鸯,-0.7098,0.1451,0.0967,0.0,0.3056,1.0,0.0,0.3248,1.0,0.5568,0,0.3248
S029,U029,R037,拿铁,-0.7199,0.1401,0.11,0.0,0.3125,1.0,0.0,0.3299,1.0,0.9215,0,0.3435
S029,U029,R038,燕麦奶拿铁,-0.7099,0.145,0.1079,0.0,0.3125,1.0,0.0,0.3292,1.0,0.5096,0,0.3244
S029,U029,R039,椰奶拿铁,-0.7319,0.134,0.1069,0.0,0.3125,1.0,0.0,0.3289,1.0,0.5158,0,0.3207
S029,U029,R040,杏仁奶拿铁,-0.7385,0.1308,0.1079,0.0,0.3125,1.0,0.0,0.3292,1.0,0.7794,0,0.3329
S029,U029,R041,拿铁（低咖啡因）,-0.7097,0.1452,0.0635,0.0,0.25,1.0,0.0,0.3065,1.0,0.8984,0,0.3337
S029,U029,R042,燕麦奶拿铁（低咖啡因）,-0.73,0.135,0.0635,0.0,0.25,1.0,0.0,0.3065,1.0,0.9055,0,0.3304
S029,U029,R043,椰奶拿铁（低咖啡因）,-0.709,0.1455,0.06,0.0,0.25,1.0,0.0,0.3055,1.0,0.9513,0,0.336
S029,U029,R044,杏仁奶拿铁（低咖啡因）,-0.7193,0.1403,0.0635,0.0,0.25,1.0,0.0,0.3065,1.0,0.7365,0,0.3239
S029,U029,R045,卡布奇诺,-0.7187,0.1406,0.1131,0.0,0.3125,1.0,0.0,0.3308,1.0,0.5521,0,0.3257
S029,U029,R046,卡布奇诺（低咖啡因）,-0.7117,0.1442,0.0664,0.0,0.25,1.0,0.0,0.3074,1.0,0.9642,0,0.337
S029,U029,R047,西班牙拿铁,-0.7149,0.1425,0.0992,0.0,0.3056,1.0,0.0,0.3256,1.0,0.8976,0,0.3413
S029,U029,R048,西班牙拿铁（低咖啡因）,-0.712,0.144,0.0602,0.0,0.25,1.0,0.0,0.3055,1.0,0.9206,0,0.3339
S029,U029,R049,摩卡,-0.7169,0.1415,0.0907,0.0,0.3,1.0,0.0,0.3222,1.0,0.6401,0,0.3265
S029,U029,R050,燕麦奶摩卡,-0.74,0.13,0.0883,0.0,0.3,1.0,0.0,0.3215,1.0,0.7474,0,0.3275
S029,U029,R051,椰奶摩卡,-0.7263,0.1368,0.0974,0.0,0.3056,1.0,0.0,0.325,1.0,0.8901,0,0.3386
S029,U029,R052,杏仁奶摩卡,-0.7276,0.1362,0.0966,0.0,0.3056,1.0,0.0,0.3248,1.0,0.8241,0,0.335
S029,U029,R053,摩卡（低咖啡因）,-0.7126,0.1437,0.055,0.0,0.25,1.0,0.0,0.304,1.0,0.9785,0,0.336
S029,U029,R054,燕麦奶摩卡（低咖啡因）,-0.7224,0.1388,0.0541,0.0,0.25,1.0,0.0,0.3037,1.0,0.6527,0,0.3179
S029,U029,R055,椰奶摩卡（低咖啡因）,-0.7144,0.1428,0.0532,0.0,0.25,1.0,0.0,0.3035,1.0,0.8127,0,0.3272
S029,U029,R056,杏仁奶摩卡（低咖啡因）,-0.7211,0.1395,0.0541,0.0,0.25,1.0,0.0,0.3037,1.0,0.5888,0,0.3149
S029,U029,R057,dirty,-0.7125,0.1438,0.1071,0.0,0.3056,1.0,0.0,0.328,0.7,0.553,0,0.2956
S029,U029,R058,燕麦奶dirty,-0.7383,0.1308,0.1052,0.0,0.3056,1.0,0.0,0.3274,0.7,0.6978,0,0.298
S029,U029,R059,椰奶dirty,-0.725,0.1375,0.1052,0.0,0.3056,1.0,0.0,0.3274,0.7,0.8893,0,0.3099
S029,U029,R060,杏仁奶dirty,-0.726,0.137,0.1052,0.0,0.3056,1.0,0.0,0.3274,0.7,0.926,0,0.3116
S029,U029,R061,dirty（低咖啡因）,-0.7117,0.1442,0.0642,0.0,0.25,1.0,0.0,0.3068,0.7,0.9036,0,0.3037
S029,U029,R062,燕麦奶dirty（低咖啡因）,-0.7201,0.1399,0.0642,0.0,0.25,1.0,0.0,0.3068,0.7,0.6289,0,0.2885
S029,U029,R063,椰奶dirty（低咖啡因）,-0.7211,0.1394,0.0621,0.0,0.25,1.0,0.0,0.3061,0.7,0.8959,0,0.3013
S029,U029,R064,杏仁奶dirty（低咖啡因）,-0.7184,0.1408,0.0642,0.0,0.25,1.0,0.0,0.3068,0.7,0.7643,0,0.2956
S029,U029,R065,热可可,0.0933,0.5466,0.0918,0.0,0.5625,1.0,0.0,0.3619,1.0,0.6558,1,0.537
S029,U029,R066,燕麦奶热可可,0.2705,0.6352,0.0989,0.0,0.5625,1.0,0.0,0.3641,1.0,0.54,1,0.5632
S029,U029,R067,杏仁奶热可可,0.2562,0.6281,0.0989,0.0,0.5625,1.0,0.0,0.3641,1.0,0.8798,1,0.5777
S029,U029,R068,玫瑰椰椰烤奶,-0.2834,0.3583,0.043,0.0,0.5,1.0,0.0,0.3379,1.0,0.5789,0,0.4064
S029,U029,R069,玫瑰菊花茶,-0.1042,0.4479,0.0843,0.0,0.5556,1.0,0.0,0.3586,1.0,0.7929,0,0.4578
S029,U029,R070,玫瑰陈皮茶,-0.2013,0.3993,0.0936,0.0,0.5556,1.0,0.0,0.3614,1.0,0.9305,1,0.4989
S029,U029,R071,金银花菊花茶,-0.3634,0.3183,0.0742,0.0,0.5556,1.0,0.0,0.3556,1.0,0.6134,0,0.4021
S029,U029,R072,菊花柠檬茶,-0.4582,0.2709,0.0736,0.0,0.5556,1.0,0.0,0.3554,1.0,0.6678,0,0.3881
S029,U029,R073,薰衣草柠檬茶,-0.4607,0.2697,0.073,0.0,0.5556,1.0,0.0,0.3552,1.0,0.6494,0,0.3867
S029,U029,R074,百花茶,-0.5111,0.2445,0.0815,0.0,0.5556,1.0,0.0,0.3578,1.0,0.5219,0,0.3727
S029,U029,R075,洛神花玫瑰茶,-0.6282,0.1859,0.0815,0.0,0.5556,1.0,0.0,0.3578,1.0,0.7617,0,0.3642
S029,U029,R076,洛神花苹果茶,-0.6011,0.1995,0.0692,0.0,0.5556,1.0,0.0,0.3541,1.0,0.6944,0,0.3639
S029,U029,R077,金银花荷叶茶,-0.7455,0.1273,0.0775,0.0,0.5556,1.0,0.0,0.3566,1.0,0.5912,0,0.3346
S029,U029,R078,百合玫瑰茶,-0.0338,0.4831,0.0875,0.0,0.5556,1.0,0.0,0.3596,1.0,0.7123,0,0.4665
S029,U029,R079,陈皮苹果茶,-0.2621,0.3689,0.0914,0.0,0.5556,1.0,0.0,0.3608,1.0,0.6827,1,0.4756
S030,U030,R001,薄荷柠檬气泡茶,-0.7743,0.1128,0.0155,0.0,0.0,0.75,0.0,0.1921,0.7,0.7779,0,0.0
